Country code,country_name,ember_region,target_year,fuel_category,metric,value,source_id,target_type,number_of_updates,collection_year,confidence,g20,g20_exc_3,oecd,asean
ARG,Argentina,Latin America and Caribbean,2030,Hydro,capacity_total_gw,13.21,37,Implicit,1,2023,Medium,1,1,0,0
ARG,Argentina,Latin America and Caribbean,2030,Rest of renewables,capacity_total_gw,19.26,37,Implicit,1,2023,Medium,1,1,0,0
ARG,Argentina,Latin America and Caribbean,2030,Hydro,share_of_generation_pct,21.7,37,Implicit,1,2023,Medium,1,1,0,0
ARG,Argentina,Latin America and Caribbean,2030,Rest of renewables,share_of_generation_pct,25.69,37,Implicit,1,2023,Medium,1,1,0,0
AUS,Australia,Oceania,2030,Hydro,capacity_total_gw,7.21,28,Implicit,1,2023,High,1,1,1,0
AUS,Australia,Oceania,2030,Offshore Wind,capacity_total_gw,0,28,Implicit,1,2023,High,1,1,1,0
AUS,Australia,Oceania,2030,Solar,capacity_total_gw,50.8,28,Implicit,1,2023,High,1,1,1,0
AUS,Australia,Oceania,2030,Wind,capacity_total_gw,34.42,28,Implicit,1,2023,High,1,1,1,0
AUS,Australia,Oceania,2030,Hydro,share_of_generation_pct,6.23,28,Explicit,1,2023,High,1,1,1,0
AUS,Australia,Oceania,2030,Offshore Wind,share_of_generation_pct,0,28,Explicit,1,2023,High,1,1,1,0
AUS,Australia,Oceania,2030,Solar,share_of_generation_pct,31.44,28,Explicit,1,2023,High,1,1,1,0
AUS,Australia,Oceania,2030,Wind,share_of_generation_pct,43.48,28,Explicit,1,2023,High,1,1,1,0
BRA,Brazil,Latin America and Caribbean,2030,Bioenergy,capacity_total_gw,17.17,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Hydro,capacity_total_gw,116.81,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Other Renewables,capacity_total_gw,5.03,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Solar,capacity_total_gw,47.08,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Wind,capacity_total_gw,31.16,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Bioenergy,share_of_generation_pct,7.08,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Hydro,share_of_generation_pct,55.28,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Other Renewables,share_of_generation_pct,3.66,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Solar,share_of_generation_pct,6.49,26,Explicit,1,2023,High,1,1,0,0
BRA,Brazil,Latin America and Caribbean,2030,Wind,share_of_generation_pct,11.75,26,Explicit,1,2023,High,1,1,0,0
CAN,Canada,North America,2030,"Hydro, bio and other renewables",capacity_total_gw,91.91,9,Implicit,1,2023,Medium,1,1,1,0
CAN,Canada,North America,2030,Solar,capacity_total_gw,6.03,9,Implicit,1,2023,Medium,1,1,1,0
CAN,Canada,North America,2030,Wind,capacity_total_gw,26.71,9,Implicit,1,2023,Medium,1,1,1,0
CAN,Canada,North America,2030,"Hydro, bio and other renewables",share_of_generation_pct,58.29,9,Implicit,1,2023,Medium,1,1,1,0
CAN,Canada,North America,2030,Solar,share_of_generation_pct,2.08,9,Implicit,1,2023,Medium,1,1,1,0
CAN,Canada,North America,2030,Wind,share_of_generation_pct,12.03,9,Implicit,1,2023,Medium,1,1,1,0
CHN,China,Asia,2030,Bioenergy,capacity_total_gw,82,14,Implicit,1,2023,Low,1,1,1,0
CHN,China,Asia,2030,Hydro,capacity_total_gw,554,14,Implicit,1,2023,Low,1,1,1,0
CHN,China,Asia,2030,Solar,capacity_total_gw,1025,14,Implicit,1,2023,Low,1,1,1,0
CHN,China,Asia,2030,Wind,capacity_total_gw,800,14,Implicit,1,2023,Low,1,1,1,0
DEU,Germany,Europe,2030,Bioenergy,capacity_total_gw,8.2,104,Explicit,1,2023,High,1,0,1,0
DEU,Germany,Europe,2030,Bioenergy,capacity_total_gw,8.2,104,Explicit,2,2023,High,1,0,1,0
DEU,Germany,Europe,2030,Hydro,capacity_total_gw,5.2,104,Explicit,1,2023,High,1,0,1,0
DEU,Germany,Europe,2030,Hydro,capacity_total_gw,5.2,104,Explicit,2,2023,High,1,0,1,0
DEU,Germany,Europe,2030,Offshore Wind,capacity_total_gw,30.5,18,Explicit,1,2023,High,1,0,1,0
DEU,Germany,Europe,2030,Offshore Wind,capacity_total_gw,30,194,Explicit,2,2024,High,1,0,1,0
DEU,Germany,Europe,2030,Onshore Wind,capacity_total_gw,115,18,Explicit,1,2023,High,1,0,1,0
DEU,Germany,Europe,2030,Onshore Wind,capacity_total_gw,115,194,Explicit,2,2024,High,1,0,1,0
DEU,Germany,Europe,2030,Solar,capacity_total_gw,215,18,Explicit,1,2023,High,1,0,1,0
DEU,Germany,Europe,2030,Solar,capacity_total_gw,215,194,Explicit,2,2024,High,1,0,1,0
DEU,Germany,Europe,2030,Renewables,share_of_generation_pct,75,92,Explicit,1,2023,High,1,0,1,0
EU,EU,Europe,2030,"Hydro, bio and other renewables",capacity_total_gw,134,54,Explicit,1,2023,High,1,1,1,0
EU,EU,Europe,2030,Solar,capacity_total_gw,592,55,Explicit,1,2023,High,1,1,1,0
EU,EU,Europe,2030,Wind,capacity_total_gw,510,55,Explicit,1,2023,High,1,1,1,0
EU,EU,Europe,2030,Renewables,share_of_generation_pct,72,56,Explicit,1,2023,High,1,1,1,0
FRA,France,Europe,2030,Bioenergy,capacity_total_gw,2,103,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Bioenergy,capacity_total_gw,0,2,Explicit,2,2024,High,1,0,1,0
FRA,France,Europe,2030,Bioenergy,capacity_total_gw,0,2,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Hydro,capacity_total_gw,27,103,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Hydro,capacity_total_gw,26.3,2,Explicit,2,2024,High,1,0,1,0
FRA,France,Europe,2030,Hydro,capacity_total_gw,26.3,2,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Offshore Wind,capacity_total_gw,3.6,69,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Offshore Wind,capacity_total_gw,3.6,2,Explicit,2,2024,High,1,0,1,0
FRA,France,Europe,2030,Offshore Wind,capacity_total_gw,3.6,185,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Onshore Wind,capacity_total_gw,30,69,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Onshore Wind,capacity_total_gw,33,2,Explicit,2,2024,High,1,0,1,0
FRA,France,Europe,2030,Onshore Wind,capacity_total_gw,33,185,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Solar,capacity_total_gw,52,69,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Solar,capacity_total_gw,54,2,Explicit,2,2024,High,1,0,1,0
FRA,France,Europe,2030,Solar,capacity_total_gw,54,185,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Hydro,share_of_generation_pct,9.8,38,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Hydro,share_of_generation_pct,9.59,185,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Offshore Wind,share_of_generation_pct,3.04,38,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Offshore Wind,share_of_generation_pct,2.49,185,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Onshore Wind,share_of_generation_pct,10.98,38,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Onshore Wind,share_of_generation_pct,11.37,185,Explicit,3,2024,High,1,0,1,0
FRA,France,Europe,2030,Other Renewables,share_of_generation_pct,1.69,38,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Other Renewables,share_of_generation_pct,1.69,38,Explicit,3,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Solar,share_of_generation_pct,8.95,38,Explicit,1,2023,Medium,1,0,1,0
FRA,France,Europe,2030,Solar,share_of_generation_pct,11.55,185,Explicit,3,2024,High,1,0,1,0
GBR,United Kingdom,Europe,2030,Offshore Wind,capacity_total_gw,50,1,Explicit,1,2023,Low,1,1,1,0
GBR,United Kingdom,Europe,2030,Rest of renewables,capacity_total_gw,68.78,3,Explicit,1,2023,Low,1,1,1,0
GBR,United Kingdom,Europe,2030,Renewables,share_of_generation_pct,85.06,3,Explicit,1,2023,Low,1,1,1,0
IDN,Indonesia,Asia,2030,Bioenergy,capacity_total_gw,3.5,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Hydro,capacity_total_gw,14.6,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Other Renewables,capacity_total_gw,6.4,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Solar,capacity_total_gw,29.3,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Wind,capacity_total_gw,8.6,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Bioenergy,share_of_generation_pct,7.8,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Hydro,share_of_generation_pct,12.29,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Other Renewables,share_of_generation_pct,9.39,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Solar,share_of_generation_pct,8.12,126,Implicit,1,2023,Low,1,1,0,1
IDN,Indonesia,Asia,2030,Wind,share_of_generation_pct,6.05,126,Implicit,1,2023,Low,1,1,0,1
IND,India,Asia,2030,Bioenergy,capacity_total_gw,14.96,10,Derived,1,2023,Low,1,1,0,0
IND,India,Asia,2030,Hydro,capacity_total_gw,65.5,10,Derived,1,2023,Low,1,1,0,0
IND,India,Asia,2030,Solar,capacity_total_gw,318.51,10,Derived,1,2023,Low,1,1,0,0
IND,India,Asia,2030,Wind,capacity_total_gw,109.98,10,Derived,1,2023,Low,1,1,0,0
IND,India,Asia,2030,Renewables,share_of_generation_pct,42.3,10,Derived,1,2023,Low,1,1,0,0
ITA,Italy,Europe,2030,Bioenergy,capacity_total_gw,3.05,48,Explicit,1,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Bioenergy,capacity_total_gw,3.24,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Hydro,capacity_total_gw,19.17,48,Explicit,1,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Hydro,capacity_total_gw,19.41,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Offshore Wind,capacity_total_gw,2.1,48,Explicit,1,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Offshore Wind,capacity_total_gw,2.1,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Onshore Wind,capacity_total_gw,26.04,48,Explicit,1,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Onshore Wind,capacity_total_gw,26.04,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Other Renewables,capacity_total_gw,1,48,Explicit,1,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Other Renewables,capacity_total_gw,1,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Solar,capacity_total_gw,79.92,48,Explicit,1,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Solar,capacity_total_gw,79.17,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Bioenergy,share_of_generation_pct,3.29,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Hydro,share_of_generation_pct,14.14,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Other Renewables,share_of_generation_pct,2.26,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Renewables,share_of_generation_pct,72.1,48,Explicit,1,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Renewables,share_of_generation_pct,72.1,48,Explicit,2,2023,Medium,1,0,1,0
ITA,Italy,Europe,2030,Solar,share_of_generation_pct,29.42,181,Explicit,2,2024,High,1,0,1,0
ITA,Italy,Europe,2030,Wind,share_of_generation_pct,19.54,181,Explicit,2,2024,High,1,0,1,0
JPN,Japan,Asia,2030,Bioenergy,capacity_total_gw,8,16,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Hydro,capacity_total_gw,50.7,16,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Offshore Wind,capacity_total_gw,5.7,16,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Onshore Wind,capacity_total_gw,17.9,16,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Other Renewables,capacity_total_gw,1.5,16,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Solar,capacity_total_gw,117.6,16,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Bioenergy,share_of_generation_pct,5,17,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Hydro,share_of_generation_pct,11,17,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Other Renewables,share_of_generation_pct,1,17,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Solar,share_of_generation_pct,16,17,Explicit,1,2023,High,1,1,1,0
JPN,Japan,Asia,2030,Wind,share_of_generation_pct,5,17,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Bioenergy,capacity_total_gw,1.8,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Hydro,capacity_total_gw,1.98,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Other Renewables,capacity_total_gw,0.26,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Solar,capacity_total_gw,52.98,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Wind,capacity_total_gw,19.3,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Bioenergy,share_of_generation_pct,2.33,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Hydro,share_of_generation_pct,0.74,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Other Renewables,share_of_generation_pct,0.08,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Solar,share_of_generation_pct,10.29,19,Explicit,1,2023,High,1,1,1,0
KOR,South Korea,Asia,2030,Wind,share_of_generation_pct,6.79,19,Explicit,1,2023,High,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Hydro,capacity_total_gw,15.7,50,Explicit,1,2023,Low,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Other Renewables,capacity_total_gw,1,50,Explicit,1,2023,Low,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Solar,capacity_total_gw,22.8,50,Explicit,1,2023,Low,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Wind,capacity_total_gw,12.7,50,Explicit,1,2023,Low,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Hydro,share_of_generation_pct,8.64,86,Explicit,1,2023,Low,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Other Renewables,share_of_generation_pct,1.08,86,Explicit,1,2023,Low,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Solar,share_of_generation_pct,15.12,86,Explicit,1,2023,Low,1,1,1,0
MEX,Mexico,Latin America and Caribbean,2030,Wind,share_of_generation_pct,8.42,86,Explicit,1,2023,Low,1,1,1,0
RUS,Russia,Europe,2030,Hydro,capacity_total_gw,54,82,No target,1,2023,High,1,1,0,0
RUS,Russia,Europe,2030,Other Renewables,capacity_total_gw,3,82,No target,1,2023,High,1,1,0,0
RUS,Russia,Europe,2030,Solar,capacity_total_gw,2,82,No target,1,2023,High,1,1,0,0
RUS,Russia,Europe,2030,Wind,capacity_total_gw,3,82,No target,1,2023,High,1,1,0,0
SAU,Saudi Arabia,Middle East,2030,Solar,capacity_total_gw,42.7,51,Explicit,1,2023,Low,1,1,0,0
SAU,Saudi Arabia,Middle East,2030,Wind,capacity_total_gw,16,51,Explicit,1,2023,Low,1,1,0,0
SAU,Saudi Arabia,Middle East,2030,Renewables,share_of_generation_pct,50,25,Explicit,1,2023,Low,1,1,0,0
TUR,Türkiye,Europe,2030,Hydro,capacity_total_gw,35.1,23,Explicit,1,2023,High,1,1,1,0
TUR,Türkiye,Europe,2030,Other Renewables,capacity_total_gw,5.1,23,Explicit,1,2023,High,1,1,1,0
TUR,Türkiye,Europe,2030,Solar,capacity_total_gw,32.9,23,Explicit,1,2023,High,1,1,1,0
TUR,Türkiye,Europe,2030,Wind,capacity_total_gw,18.1,23,Explicit,1,2023,High,1,1,1,0
TUR,Türkiye,Europe,2030,Hydro,share_of_generation_pct,19.4,23,Explicit,1,2023,High,1,1,1,0
TUR,Türkiye,Europe,2030,Other Renewables,share_of_generation_pct,4.5,23,Explicit,1,2023,High,1,1,1,0
TUR,Türkiye,Europe,2030,Solar,share_of_generation_pct,11.5,23,Explicit,1,2023,High,1,1,1,0
TUR,Türkiye,Europe,2030,Wind,share_of_generation_pct,11.9,23,Explicit,1,2023,High,1,1,1,0
USA,United States,North America,2030,Bioenergy,capacity_total_gw,13,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Hydro,capacity_total_gw,75,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Offshore Wind,capacity_total_gw,35,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Onshore Wind,capacity_total_gw,334,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Other Renewables,capacity_total_gw,13,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Solar,capacity_total_gw,468,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Bioenergy,share_of_generation_pct,0.41,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Hydro,share_of_generation_pct,6.64,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Other Renewables,share_of_generation_pct,0.39,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Solar,share_of_generation_pct,22.29,49,Implicit,1,2023,Medium,1,1,1,0
USA,United States,North America,2030,Wind,share_of_generation_pct,29.32,49,Implicit,1,2023,Medium,1,1,1,0
ZAF,South Africa,Africa,2030,Hydro,capacity_total_gw,4.6,22,Explicit,1,2023,Medium,1,1,0,0
ZAF,South Africa,Africa,2030,Solar,capacity_total_gw,8.29,22,Explicit,1,2023,Medium,1,1,0,0
ZAF,South Africa,Africa,2030,Wind,capacity_total_gw,17.74,22,Explicit,1,2023,Medium,1,1,0,0
ZAF,South Africa,Africa,2030,Hydro,share_of_generation_pct,8.4,22,Explicit,1,2023,Medium,1,1,0,0
ZAF,South Africa,Africa,2030,Solar,share_of_generation_pct,6.3,22,Explicit,1,2023,Medium,1,1,0,0
ZAF,South Africa,Africa,2030,Wind,share_of_generation_pct,17.8,22,Explicit,1,2023,Medium,1,1,0,0
ALB,Albania,Europe,2030,Hydro,capacity_total_gw,2.51,166,Explicit,1,2024,Medium,0,0,0,0
ALB,Albania,Europe,2030,Solar,capacity_total_gw,0.49,162,Explicit,1,2024,Medium,0,0,0,0
ALB,Albania,Europe,2030,Wind,capacity_total_gw,0.3,162,Explicit,1,2024,Medium,0,0,0,0
ALB,Albania,Europe,2030,Renewables,share_of_generation_pct,100,162,Explicit,1,2024,Medium,0,0,0,0
ARE,United Arab Emirates,Middle East,2030,Renewables,capacity_total_gw,9.2,59,Explicit,1,2023,High,0,0,0,0
AUT,Austria,Europe,2030,Bioenergy,capacity_total_gw,0.93,125,No target,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Hydro,capacity_total_gw,14.97,125,No target,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Solar,capacity_total_gw,12.5,125,No target,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Wind,capacity_total_gw,7.3,125,No target,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Bioenergy,share_of_generation_pct,6.12,131,Explicit,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Bioenergy,share_of_generation_pct,6.19,193,Explicit,2,2024,High,0,0,1,0
AUT,Austria,Europe,2030,Hydro,share_of_generation_pct,47.96,131,Explicit,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Hydro,share_of_generation_pct,48.45,193,Explicit,2,2024,High,0,0,1,0
AUT,Austria,Europe,2030,Solar,share_of_generation_pct,19.39,131,Explicit,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Solar,share_of_generation_pct,19.59,193,Explicit,2,2024,High,0,0,1,0
AUT,Austria,Europe,2030,Wind,share_of_generation_pct,19.39,131,Explicit,1,2023,Medium,0,0,1,0
AUT,Austria,Europe,2030,Wind,share_of_generation_pct,19.59,193,Explicit,2,2024,High,0,0,1,0
BEL,Belgium,Europe,2030,Bioenergy,capacity_total_gw,0.9,128,Explicit,1,2023,Low,0,0,1,0
BEL,Belgium,Europe,2030,Hydro,capacity_total_gw,0.15,128,Explicit,1,2023,Low,0,0,1,0
BEL,Belgium,Europe,2030,Offshore Wind,capacity_total_gw,5.8,128,Explicit,1,2023,Low,0,0,1,0
BEL,Belgium,Europe,2030,Onshore Wind,capacity_total_gw,5.3,128,Explicit,1,2023,Low,0,0,1,0
BEL,Belgium,Europe,2030,Solar,capacity_total_gw,11.6,128,Explicit,1,2023,Low,0,0,1,0
BEL,Belgium,Europe,2030,"Hydro, bio and other renewables",share_of_generation_pct,3.97,128,Explicit,1,2023,Low,0,0,1,0
BEL,Belgium,Europe,2030,Solar,share_of_generation_pct,15.9,128,Explicit,1,2023,Low,0,0,1,0
BEL,Belgium,Europe,2030,Wind,share_of_generation_pct,45.02,128,Explicit,1,2023,Low,0,0,1,0
BGD,Bangladesh,Asia,2030,Hydro,capacity_total_gw,0.38,145,Explicit,1,2024,Medium,0,0,0,0
BGD,Bangladesh,Asia,2030,Solar,capacity_total_gw,3.03,145,Explicit,1,2024,Medium,0,0,0,0
BGD,Bangladesh,Asia,2030,Wind,capacity_total_gw,1.14,145,Explicit,1,2024,Medium,0,0,0,0
BGD,Bangladesh,Asia,2030,Onshore Wind,share_of_generation_pct,1,145,Explicit,1,2024,Medium,0,0,0,0
BGD,Bangladesh,Asia,2030,Solar,share_of_generation_pct,5,145,Explicit,1,2024,Medium,0,0,0,0
BGR,Bulgaria,Europe,2030,Bioenergy,capacity_total_gw,0.3,155,Explicit,2,2024,High,0,0,0,0
BGR,Bulgaria,Europe,2030,Hydro,capacity_total_gw,4.1,106,Explicit,1,2023,High,0,0,0,0
BGR,Bulgaria,Europe,2030,Hydro,capacity_total_gw,2.5,155,Explicit,2,2024,High,0,0,0,0
BGR,Bulgaria,Europe,2030,Solar,capacity_total_gw,8.2,106,Explicit,1,2023,High,0,0,0,0
BGR,Bulgaria,Europe,2030,Solar,capacity_total_gw,5.5,155,Explicit,2,2024,High,0,0,0,0
BGR,Bulgaria,Europe,2030,Wind,capacity_total_gw,2.7,106,Explicit,1,2023,High,0,0,0,0
BGR,Bulgaria,Europe,2030,Wind,capacity_total_gw,2.6,155,Explicit,2,2024,High,0,0,0,0
BGR,Bulgaria,Europe,2030,Renewables,share_of_generation_pct,45.92,155,Explicit,2,2024,High,0,0,0,0
BIH,Bosnia Herzegovina,Europe,2030,Bioenergy,capacity_total_gw,0.03,140,Explicit,1,2024,Medium,0,0,0,0
BIH,Bosnia Herzegovina,Europe,2030,Hydro,capacity_total_gw,2.53,140,Explicit,1,2024,Medium,0,0,0,0
BIH,Bosnia Herzegovina,Europe,2030,Solar,capacity_total_gw,1.49,140,Explicit,1,2024,Medium,0,0,0,0
BIH,Bosnia Herzegovina,Europe,2030,Wind,capacity_total_gw,0.6,140,Explicit,1,2024,Medium,0,0,0,0
BWA,Botswana,Africa,2030,Solar,capacity_total_gw,0.4,182,Explicit,1,2024,High,0,0,0,0
BWA,Botswana,Africa,2030,Wind,capacity_total_gw,0.05,182,Explicit,1,2024,High,0,0,0,0
CHE,Switzerland,Europe,2030,Hydro,capacity_total_gw,17.1,94,Implicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Other Renewables,capacity_total_gw,0.4,94,Implicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Solar,capacity_total_gw,9.8,94,Implicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Wind,capacity_total_gw,0.3,94,Implicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Bioenergy,share_of_generation_pct,0.95,94,Explicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Hydro,share_of_generation_pct,66.19,94,Explicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Other Renewables,share_of_generation_pct,1.59,94,Explicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Solar,share_of_generation_pct,13.81,94,Explicit,1,2023,Medium,0,0,1,0
CHE,Switzerland,Europe,2030,Wind,share_of_generation_pct,0.95,94,Explicit,1,2023,Medium,0,0,1,0
CHL,Chile,Latin America and Caribbean,2030,Bioenergy,capacity_total_gw,0.8,58,Explicit,1,2023,High,0,0,1,0
